# ----------------------------------------
# 411_web-bnet/sc2 (aggregated without locale)
# Site Pageviews
# 20151023-20151114
# ----------------------------------------

Page,Pageviews
/eu.battle.net/sc2/LOCALE/forum/11909/,866
/kr.battle.net/sc2/LOCALE/blog/19957348/AGGREGATED,865
/us.battle.net/sc2/LOCALE/game/planet/char,864
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211284,863
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325408,863
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/4,861
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4389120,859
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter3,857
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/9,854
/us.battle.net/sc2/LOCALE/forum/8126900/,854
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211283,844
/eu.battle.net/sc2/LOCALE/forum/11887/,838
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/3,836
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/terrain/1,836
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4326300,834
/tw.battle.net/sc2/LOCALE/game/guide/race-overview,832
/us.battle.net/sc2/LOCALE/game/hero/tychus-findlay,829
/eu.battle.net/sc2/LOCALE/game/patch-notes/1-5,827
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325391,826
/tw.battle.net/sc2/LOCALE/blog/19955452/AGGREGATED,826
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/1,825
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/5,823
/us.battle.net/sc2/LOCALE/forum/8126761/,823
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211295,822
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/the-exit/1,817
/tw.battle.net/sc2/LOCALE/blog/19941398/AGGREGATED,817
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/3,815
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/the-education-of-PFC-shane/1,815
/eu.battle.net/sc2/LOCALE/game/lore/story-so-far/1,814
/tw.battle.net/sc2/LOCALE/game/unit/overlord,814
/tw.battle.net/sc2/LOCALE/blog/19913849/AGGREGATED,813
/us.battle.net/sc2/LOCALE/game/lore/story-so-far/2,809
/eu.battle.net/sc2/LOCALE/blog/19905106/AGGREGATED,807
/eu.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/faq,807
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter7,807
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/6,807
/eu.battle.net/sc2/LOCALE/blog/19893687/AGGREGATED,804
/kr.battle.net/sc2/LOCALE/blog/19911221/AGGREGATED,800
/eu.battle.net/sc2/LOCALE/forum/11910/,799
/us.battle.net/sc2/LOCALE/game/hero/valerian-mengsk,798
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-11,798
/tw.battle.net/sc2/LOCALE/blog/19829510/AGGREGATED,795
/us.battle.net/sc2/LOCALE/blog/10145834/AGGREGATED,789
/us.battle.net/sc2/LOCALE/game/hero/gabriel-tosh,784
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211285,784
/eu.battle.net/sc2/LOCALE/forum/11905/,783
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/1,782
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/9,781
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/colossus/1,780
/kr.battle.net/sc2/LOCALE/blog/19913944/AGGREGATED,778
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/9,776
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/8,775
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211289,774
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/8,772
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/7,769
/sea.battle.net/sc2/LOCALE/game/race/protoss/,767
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/6,762
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/186972,759
/kr.battle.net/sc2/LOCALE/forum/13522/,756
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4326602,754
/eu.battle.net/sc2/LOCALE/ladder/grandmaster/heart-of-the-swarm/last/1,751
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/7,747
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/4,744
/eu.battle.net/sc2/LOCALE/forum/11871/,741
/tw.battle.net/sc2/LOCALE/blog/19932223/AGGREGATED,739
/us.battle.net/sc2/LOCALE/forum/8126760/,739
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/1,738
/us.battle.net/sc2/LOCALE/blog/19804158/AGGREGATED,738
/sea.battle.net/sc2/LOCALE/game/race/terran/,737
/tw.battle.net/sc2/LOCALE/media/costumes/,735
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/broken-wide/1,734
/tw.battle.net/sc2/LOCALE/game/unit/warp-prism,734
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/3,733
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211278,733
/us.battle.net/sc2/LOCALE/game/planet/xt39323,733
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/10,731
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-exit/1,731
/kr.battle.net/sc2/LOCALE/buy-now/collectors-edition,729
/us.battle.net/sc2/LOCALE/game/hero/ariel-hanson,728
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211282,728
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/1,724
/tw.battle.net/sc2/LOCALE/blog/19932221/AGGREGATED,723
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4377488,723
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/5,722
/eu.battle.net/sc2/LOCALE/forum/11874/,720
/kr.battle.net/sc2/LOCALE/game/hero/rory-swann,716
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/1,714
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter10,713
/kr.battle.net/sc2/LOCALE/forum/14334/,712
/tw.battle.net/sc2/LOCALE/game/unit/overseer,709
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/10,709
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/6,707
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/1,706
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/7,704
/us.battle.net/sc2/LOCALE/blog/18291114/AGGREGATED,704
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter5,702
/sea.battle.net/sc2/LOCALE/game/patch-notes/,701
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter11,699
/us.battle.net/sc2/LOCALE/game/hero/horace-warfield,698
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211288,696
/eu.battle.net/sc2/LOCALE/forum/11875/,694
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/8,694
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/1,692
/kr.battle.net/sc2/LOCALE/blog/9863470/AGGREGATED,692
/eu.battle.net/sc2/LOCALE/forum/7421282/,691
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/broken-wide/1,691
/us.battle.net/sc2/LOCALE/game/hero/matt-horner,688
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/terrain/1,687
/us.battle.net/sc2/LOCALE/game/planet/korhal,687
/us.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/1,686
/us.battle.net/sc2/LOCALE/game/lore/short-stories/colossus/1,685
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211287,684
/us.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/1,683
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211280,682
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/4,682
/kr.battle.net/sc2/LOCALE/blog/19911025/AGGREGATED,681
/us.battle.net/sc2/LOCALE/ladder/grandmaster/heart-of-the-swarm/last/1,679
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/1,678
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/1,677
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/terrain/1,677
/eu.battle.net/sc2/LOCALE/blog/19918207/AGGREGATED,675
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/1,674
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211296,674
/eu.battle.net/sc2/LOCALE/blog/19932223/AGGREGATED,670
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-education-of-PFC-shane/1,670
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/1,668
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/5,668
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter4,667
/us.battle.net/sc2/LOCALE/blog/3222270/AGGREGATED,667
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/1,665
/us.battle.net/sc2/LOCALE/game/lore/story-so-far/3,665
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/,663
/tw.battle.net/sc2/LOCALE/game/unit/medivac,662
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/4,659
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4377488,659
/us.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/faq,659
/tw.battle.net/sc2/LOCALE/game/hero/arcturus-mengsk,658
/us.battle.net/sc2/LOCALE/forum/2721890/,657
/us.battle.net/sc2/LOCALE/game/hero/graven-hill,656
/kr.battle.net/sc2/LOCALE/game/race/zerg/techtree,655
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/4,654
/us.battle.net/sc2/LOCALE/game/planet/tarsonis,653
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325385,651
/tw.battle.net/sc2/LOCALE/game/race/protoss/techtree/hots,648
/eu.battle.net/sc2/LOCALE/blog/10043699/AGGREGATED,645
/tw.battle.net/sc2/LOCALE/game/unit/observer,645
/eu.battle.net/sc2/LOCALE/forum/11876/,644
/tw.battle.net/sc2/LOCALE/game/hero/tychus-findlay,643
/us.battle.net/sc2/LOCALE/game/hero/milo-kachinsky,643
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/173352,642
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211274,639
/eu.battle.net/sc2/LOCALE/forum/11882/,638
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/just-an-overlord/1,637
/tw.battle.net/sc2/LOCALE/game/race/zerg/techtree/hots,636
/us.battle.net/sc2/LOCALE/game/planet/braxis,636
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/7,635
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/1,633
/eu.battle.net/sc2/LOCALE/blog/18291111/AGGREGATED,629
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/6,628
/eu.battle.net/sc2/LOCALE/blog/19919131/AGGREGATED,627
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/matches,622
/us.battle.net/sc2/LOCALE/blog/19919138/AGGREGATED,622
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter12,621
/eu.battle.net/sc2/LOCALE/game/patch-notes/2-1-10,620
/kr.battle.net/sc2/LOCALE/forum/20659/,620
/kr.battle.net/sc2/LOCALE/forum/13519/topic,619
/tw.battle.net/sc2/LOCALE/buy-now/digital-deluxe,615
/kr.battle.net/sc2/LOCALE/blog/19897262/AGGREGATED,614
/eu.battle.net/sc2/LOCALE/game/patch-notes/1-0,613
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/9,613
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211281,611
/us.battle.net/sc2/LOCALE/blog/18598811/AGGREGATED,611
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211294,611
/eu.battle.net/sc2/LOCALE/blog/19905105/AGGREGATED,610
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/1,609
/us.battle.net/sc2/LOCALE/game/lore/short-stories/sector-six/,608
/us.battle.net/sc2/LOCALE/game/lore/story-so-far/4,606
/us.battle.net/sc2/LOCALE/forum/blizztracker/,605
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/2,603
/tw.battle.net/sc2/LOCALE/game/race/terran/techtree/hots,601
/eu.battle.net/sc2/LOCALE/game/race/terran/techtree/wol,600
/us.battle.net/sc2/LOCALE/game/planet/phaeton,600
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/10,599
/us.battle.net/sc2/LOCALE/forum/16032040/,599
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-education-of-PFC-shane/1,599
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/1,597
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/1,596
/sea.battle.net/sc2/LOCALE/game/lore/,595
/kr.battle.net/sc2/LOCALE/blog/19905105/AGGREGATED,594
/tw.battle.net/sc2/LOCALE/game/maps-and-mods/,594
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter6,592
/us.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/8,592
/tw.battle.net/sc2/LOCALE/game/hero/valerian-mengsk,591
/us.battle.net/sc2/LOCALE/forum/13440/topic,591
/sea.battle.net/sc2/LOCALE/media/videos/,590
/tw.battle.net/sc2/LOCALE/blog/19940902/AGGREGATED,588
/kr.battle.net/sc2/LOCALE/forum/blizztracker/,587
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4343244,582
/tw.battle.net/sc2/LOCALE/forum/12385/,582
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/1,582
/eu.battle.net/sc2/LOCALE/forum/2252352/,580
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/1,580
/sea.battle.net/sc2/LOCALE/blog/19930935/AGGREGATED,579
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/7,577
/us.battle.net/sc2/LOCALE/game/race/terran/techtree/wol,577
/sea.battle.net/sc2/LOCALE/game/race/zerg/,575
/eu.battle.net/sc2/LOCALE/blog/19451932/AGGREGATED,572
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/1,572
/tw.battle.net/sc2/LOCALE/game/unit/drone,571
/us.battle.net/sc2/LOCALE/game/lore/story-so-far/5,568
/us.battle.net/sc2/LOCALE/game/planet/kaldir,567
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/6,566
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/6,566
/eu.battle.net/sc2/LOCALE/forum/9704788/,565
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/5,565
/kr.battle.net/sc2/LOCALE/game/patch-notes/2-1-11,565
/us.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/1,563
/us.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/1,560
/eu.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter2,559
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211293,557
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/2,557
/eu.battle.net/sc2/LOCALE/blog/19941046/AGGREGATED,556
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/marauder/1,555
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/1,553
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/odin/1,552
/us.battle.net/sc2/LOCALE/game/lore/short-stories/just-an-overlord/1,552
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/rewards/terran-decals,549
/us.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/1,548
/sea.battle.net/sc2/LOCALE/game/guide/whats-sc2,546
/tw.battle.net/sc2/LOCALE/game/hero/gabriel-tosh,546
/tw.battle.net/sc2/LOCALE/game/hero/matt-horner,546
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/1,545
/tw.battle.net/sc2/LOCALE/game/guide/gameplay-overview,545
/us.battle.net/sc2/LOCALE/blog/19918207/AGGREGATED,545
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/1,544
/kr.battle.net/sc2/LOCALE/forum/14336/,543
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/1,540
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4350642,540
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-10,539
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/1,538
/eu.battle.net/sc2/LOCALE/game/race/protoss/techtree/wol,534
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325401,534
/sea.battle.net/sc2/LOCALE/game/race/,533
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325398,532
/eu.battle.net/sc2/LOCALE/blog/12941347/AGGREGATED,531
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/1,530
/tw.battle.net/sc2/LOCALE/blog/19913448/AGGREGATED,528
/us.battle.net/sc2/LOCALE/game/hero/egon-stetmann,528
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211291,528
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4343244,525
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/9,524
/tw.battle.net/sc2/LOCALE/game/patch-notes/2-0,524
/us.battle.net/sc2/LOCALE/game/patch-notes/1-5,523
/us.battle.net/sc2/LOCALE/game/planet/mar-sara,523
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211270,521
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325392,521
/eu.battle.net/sc2/LOCALE/forum/11820/,520
/kr.battle.net/sc2/LOCALE/blog/9870440/AGGREGATED,520
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211282,520
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/1,517
/tw.battle.net/sc2/LOCALE/game/race/protoss/techtree/lotv,516
/us.battle.net/sc2/LOCALE/forum/13437/,516
/us.battle.net/sc2/LOCALE/game/lore/story-so-far/6,515
/kr.battle.net/sc2/LOCALE/blog/9862747/AGGREGATED,513
/us.battle.net/sc2/LOCALE/game/planet/umoja,513
/kr.battle.net/sc2/LOCALE/blog/19919138/AGGREGATED,512
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/2,512
/us.battle.net/sc2/LOCALE/game/hero/rory-swann,512
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/5,511
/us.battle.net/sc2/LOCALE/game/planet/shiloh,511
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325391,510
/sea.battle.net/sc2/LOCALE/game/hero/,509
/sea.battle.net/sc2/LOCALE/search,509
/us.battle.net/sc2/LOCALE/game/lore/short-stories/broken-wide/1,508
/eu.battle.net/sc2/LOCALE/forum/11886/,507
/us.battle.net/sc2/LOCALE/blog/18545120/AGGREGATED,504
/tw.battle.net/sc2/LOCALE/blog/19906381/AGGREGATED,501
/tw.battle.net/sc2/LOCALE/game/hero/horace-warfield,499
/tw.battle.net/sc2/LOCALE/game/hero/graven-hill,498
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/2,496
/kr.battle.net/sc2/LOCALE/game/race/terran/techtree/wol,495
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325400,493
/sea.battle.net/sc2/LOCALE/forum/13365/,492
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/perditions-crossing/8,490
/us.battle.net/sc2/LOCALE/game/planet/new-folsom,490
/eu.battle.net/sc2/LOCALE/game/patch-notes/2-0-11,489
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/1,489
/tw.battle.net/sc2/LOCALE/forum/12382/,488
/us.battle.net/sc2/LOCALE/game/race/protoss/techtree/wol,488
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/1,487
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/2,487
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/1,487
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325386,486
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/1,486
/eu.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter12,484
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/1,482
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/1,482
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/1,482
/sea.battle.net/sc2/LOCALE/media/artwork/,482
/us.battle.net/sc2/LOCALE/blog/19804162/AGGREGATED,481
/us.battle.net/sc2/LOCALE/game/patch-notes/1-0,481
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/3,480
/tw.battle.net/sc2/LOCALE/game/hero/ariel-hanson,480
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter9,479
/eu.battle.net/sc2/LOCALE/legacy-of-the-void/undefined,477
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325399,476
/tw.battle.net/sc2/LOCALE/game/planet/char,476
/us.battle.net/sc2/LOCALE/game/planet/moria,473
/kr.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter8,469
/us.battle.net/sc2/LOCALE/forum/undefined,469
/kr.battle.net/sc2/LOCALE/blog/19913446/AGGREGATED,468
/kr.battle.net/sc2/LOCALE/forum/20658/topic,467
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325390,466
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4350642,466
/us.battle.net/sc2/LOCALE/blog/19825246/AGGREGATED,466
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/1,465
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/4,464
/eu.battle.net/sc2/LOCALE/forum/2252350/,463
/us.battle.net/sc2/LOCALE/blog/6576977/AGGREGATED,463
/eu.battle.net/sc2/LOCALE/game/lore/story-so-far/2,461
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/5,461
/eu.battle.net/sc2/LOCALE/blog/19893688/AGGREGATED,457
/us.battle.net/sc2/LOCALE/blog/19921562/AGGREGATED,456
/tw.battle.net/sc2/LOCALE/buy-now/collectors-edition,454
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/1,454
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211285,453
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4353371,452
/eu.battle.net/sc2/LOCALE/undefined,451
/kr.battle.net/sc2/LOCALE/blog/19921562/AGGREGATED,450
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211284,450
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4377898,450
/kr.battle.net/sc2/LOCALE/blog/9868196/AGGREGATED,449
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/3,444
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/3,444
/us.battle.net/sc2/LOCALE/undefined,443
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/6,442
/tw.battle.net/sc2/LOCALE/blog/19933508/AGGREGATED,442
/tw.battle.net/sc2/LOCALE/blog/19911221/AGGREGATED,441
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/3,441
/tw.battle.net/sc2/LOCALE/game/planet/tarsonis,441
/us.battle.net/sc2/LOCALE/blog/12440015/AGGREGATED,441
/tw.battle.net/sc2/LOCALE/game/planet/xt39323,440
/us.battle.net/sc2/LOCALE/game/race/terran/techtree,440
/us.battle.net/sc2/LOCALE/blog/1797995/AGGREGATED,439
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/1,439
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4370766,439
/tw.battle.net/sc2/LOCALE/game/hero/milo-kachinsky,438
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/1,433
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211269,433
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/1,433
/us.battle.net/sc2/LOCALE/game/patch-notes/2-0-11,432
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/57971,431
/us.battle.net/sc2/LOCALE/game/lore/short-stories/odin/1,431
/eu.battle.net/sc2/LOCALE/forum/11862/,430
/tw.battle.net/sc2/LOCALE/game/guide/campaign-overview,430
/us.battle.net/sc2/LOCALE/forum/13438/topic,430
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325385,428
/tw.battle.net/sc2/LOCALE/forum/279906/,428
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325389,427
/tw.battle.net/sc2/LOCALE/blog/19956941/AGGREGATED,427
/sea.battle.net/sc2/LOCALE/blog/19941045/AGGREGATED,426
/sea.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/,426
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325408,426
/tw.battle.net/sc2/LOCALE/game/race/terran/techtree/lotv,425
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/2,424
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4389120,424
/eu.battle.net/sc2/LOCALE/blog/12440697/AGGREGATED,423
/kr.battle.net/sc2/LOCALE/blog/19905106/AGGREGATED,423
/tw.battle.net/sc2/LOCALE/forum/12475/,423
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/4,422
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-9,421
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4361907,420
/eu.battle.net/sc2/LOCALE/legacy-of-the-void,418
/us.battle.net/sc2/LOCALE/game/lore/short-stories/end-in-fire/,416
/us.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/1,415
/sea.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/,414
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325411,412
/us.battle.net/sc2/LOCALE/forum/16032039/,412
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4380363,412
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211294,411
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/trigger/1,411
/eu.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/story,410
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4370766,410
/us.battle.net/sc2/LOCALE/game/race/protoss/techtree,408
/kr.battle.net/sc2/LOCALE/blog/9868592/AGGREGATED,406
