# ----------------------------------------
# 411_web-bnet/sc2 (aggregated without locale)
# Site Pageviews
# 20151023-20151114
# ----------------------------------------

Page,Pageviews
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4326300,125
/us.battle.net/sc2/LOCALE/blog/12316139/AGGREGATED,125
/us.battle.net/sc2/LOCALE/forum/2721891/,125
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/3,125
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/8,125
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/5,124
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/7,124
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/8,124
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/5,124
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211299,124
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325387,124
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/1,124
/us.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/7,124
/us.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/7,124
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/7,124
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/9,124
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/14,123
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lens-of-the-void/5,123
/eu.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter8,123
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/10,123
/sea.battle.net/sc2/LOCALE/blog/19906382/AGGREGATED,123
/us.battle.net/sc2/LOCALE/blog/18184816/AGGREGATED,123
/us.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/6,123
/us.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/9,123
/us.battle.net/sc2/LOCALE/game/lore/short-stories/marauder/8,123
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/7,123
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-teacher/8,123
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/terrain/,123
/eu.battle.net/sc2/LOCALE/blog/10058311/AGGREGATED,122
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/9,122
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/12,122
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/5,122
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/9,122
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-0-1,122
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-0-4,122
/tw.battle.net/sc2/LOCALE/blog/19921562/AGGREGATED,122
/us.battle.net/sc2/LOCALE/blog/5838584/AGGREGATED,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/5,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/8,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/10,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/5,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/2,122
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/8,122
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/186350,122
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/13,121
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/7,121
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/4,121
/us.battle.net/sc2/LOCALE/blog/5740271/AGGREGATED,121
/us.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/7,121
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/2,121
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/3,121
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/4,120
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/9,120
/us.battle.net/sc2/LOCALE/blog/8705280/AGGREGATED,120
/us.battle.net/sc2/LOCALE/blog/8996231/AGGREGATED,120
/us.battle.net/sc2/LOCALE/blog/9679404/AGGREGATED,120
/us.battle.net/sc2/LOCALE/game/lore/short-stories/marauder/9,120
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/4,120
/eu.battle.net/sc2/LOCALE/blog/9995072/AGGREGATED,119
/eu.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/media,119
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/5,119
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/6,119
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/2,119
/sea.battle.net/sc2/LOCALE/game/guide/race-overview,119
/us.battle.net/sc2/LOCALE/blog/5740268/AGGREGATED,119
/us.battle.net/sc2/LOCALE/game/lore/short-stories/carrier/8,119
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/5,119
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-5,119
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/8,118
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/8,118
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/174120,118
/sea.battle.net/sc2/LOCALE/game/unit/observer,118
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/2,118
/us.battle.net/sc2/LOCALE/blog/18792769/AGGREGATED,118
/us.battle.net/sc2/LOCALE/game/lore/short-stories/marauder/7,118
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/actor/,118
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/publishing/,117
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/5,117
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/publishing/,117
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325388,117
/tw.battle.net/sc2/LOCALE/blog/14591238/AGGREGATED,117
/tw.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/terrain/1,117
/us.battle.net/sc2/LOCALE/blog/17035524/AGGREGATED,117
/eu.battle.net/sc2/LOCALE/blog/12346798/AGGREGATED,116
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/8,116
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/6,116
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/10,116
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211290,116
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/13,116
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/4,116
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/3,116
/eu.battle.net/sc2/LOCALE/forum/2252351/,115
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/3,115
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/4,115
/eu.battle.net/sc2/LOCALE/game/patch-notes/1-5-4,115
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/8,115
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211306,115
/sea.battle.net/sc2/LOCALE/blog/19913940/AGGREGATED,115
/tw.battle.net/sc2/LOCALE/blog/19911023/AGGREGATED,115
/us.battle.net/sc2/LOCALE/blog/10393913/AGGREGATED,115
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/3,115
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-1,115
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4364154,115
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/11,114
/eu.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter9,114
/kr.battle.net/sc2/LOCALE/game/patch-notes/2-0-10,114
/tw.battle.net/sc2/LOCALE/blog/18291111/AGGREGATED,114
/us.battle.net/sc2/LOCALE/blog/19830541/AGGREGATED,114
/us.battle.net/sc2/LOCALE/forum/12576/,114
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/7,114
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/4,114
/eu.battle.net/sc2/LOCALE/forum/11895/topic,113
/eu.battle.net/sc2/LOCALE/game/patch-notes/2-1-6,113
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/7,113
/sea.battle.net/sc2/LOCALE/game/patch-notes/2-1,113
/us.battle.net/sc2/LOCALE/blog/17222794/AGGREGATED,113
/us.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/6,113
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/4,113
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4369693,113
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/10,112
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/5,112
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/7,112
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/7,112
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/6,112
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211292,112
/tw.battle.net/sc2/LOCALE/blog/19919131/AGGREGATED,112
/us.battle.net/sc2/LOCALE/blog/4488315/AGGREGATED,112
/us.battle.net/sc2/LOCALE/blog/4752802/AGGREGATED,112
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/7,112
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/10,112
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/7,112
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/9,111
/tw.battle.net/sc2/LOCALE/game/race/zerg/techtree,111
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/3,111
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/6,111
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/8,111
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/4,111
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/12,111
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211304,111
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/6,110
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/6,110
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/9,110
/tw.battle.net/sc2/LOCALE/blog/9895562/AGGREGATED,110
/us.battle.net/sc2/LOCALE/blog/18390550/AGGREGATED,110
/us.battle.net/sc2/LOCALE/blog/5967866/AGGREGATED,110
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/4,110
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/5,110
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/6,110
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/7,110
/kr.battle.net/sc2/LOCALE/blog/9866136/AGGREGATED,109
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/great-one/7,109
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/8,109
/sea.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/15848,109
/tw.battle.net/sc2/LOCALE/blog/18545120/AGGREGATED,109
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/3,109
/us.battle.net/sc2/LOCALE/blog/5967864/AGGREGATED,109
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/3,109
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/5,109
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/5,109
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211300,109
/eu.battle.net/sc2/LOCALE/blog/10063218/AGGREGATED,108
/eu.battle.net/sc2/LOCALE/blog/19821986/AGGREGATED,108
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/12,108
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/actor/,108
/eu.battle.net/sc2/LOCALE/game/patch-notes/2-1-2,108
/tw.battle.net/sc2/LOCALE/blog/16654945/AGGREGATED,108
/tw.battle.net/sc2/LOCALE/game/race/protoss/techtree/wol,108
/us.battle.net/sc2/LOCALE/blog/5963104/AGGREGATED,108
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/11,108
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/5,108
/us.battle.net/sc2/LOCALE/legacy-of-the-void/undefined,108
/eu.battle.net/sc2/LOCALE/forum/2252238/,107
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/6,107
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/10,107
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/8,107
/sea.battle.net/sc2/LOCALE/game/unit/drone,107
/us.battle.net/sc2/LOCALE/blog/16939059/AGGREGATED,107
/us.battle.net/sc2/LOCALE/blog/9067512/AGGREGATED,107
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/12,107
/us.battle.net/sc2/LOCALE/game/patch-notes/1-2,107
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/186416,107
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/11,106
/tw.battle.net/sc2/LOCALE/forum/index,106
/us.battle.net/sc2/LOCALE/blog/9096527/AGGREGATED,106
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/6,106
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/11,106
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-7,106
/eu.battle.net/sc2/LOCALE/blog/10059616/AGGREGATED,105
/kr.battle.net/sc2/LOCALE/game/lore,105
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4364154,105
/us.battle.net/sc2/LOCALE/blog/5838580/AGGREGATED,105
/us.battle.net/sc2/LOCALE/forum/40568,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/10,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/11,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/2,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/13,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/17,105
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/5,105
/kr.battle.net/sc2/LOCALE/media/videos,104
/tw.battle.net/sc2/LOCALE/blog/19913942/AGGREGATED,104
/us.battle.net/sc2/LOCALE/blog/4546766/AGGREGATED,104
/us.battle.net/sc2/LOCALE/blog/8441646/AGGREGATED,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/4,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/7,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/9,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/6,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/10,104
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/9,104
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211303,104
/eu.battle.net/sc2/LOCALE/blog/19875306/AGGREGATED,103
/kr.battle.net/sc2/LOCALE/blog/10702329/AGGREGATED,103
/kr.battle.net/sc2/LOCALE/blog/18315849/AGGREGATED,103
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/3,103
/sea.battle.net/sc2/LOCALE/media/costumes/,103
/tw.battle.net/sc2/LOCALE/game/race/zerg/techtree/wol,103
/tw.battle.net/sc2/LOCALE/game/unit/undefined,103
/us.battle.net/sc2/LOCALE/blog/4488314/AGGREGATED,103
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/7,103
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/8,103
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/14,103
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/15,103
/eu.battle.net/sc2/LOCALE/blog/10037019/AGGREGATED,102
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/7,102
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/9,102
/kr.battle.net/sc2/LOCALE/blog/13593647/AGGREGATED,102
/sea.battle.net/sc2/LOCALE/game/hero/kerrigan,102
/sea.battle.net/sc2/LOCALE/media/downloads/,102
/us.battle.net/sc2/LOCALE/blog/14569679/AGGREGATED,102
/us.battle.net/sc2/LOCALE/blog/2494686/AGGREGATED,102
/us.battle.net/sc2/LOCALE/blog/4552959/AGGREGATED,102
/us.battle.net/sc2/LOCALE/blog/5963103/AGGREGATED,102
/us.battle.net/sc2/LOCALE/blog/6693945/AGGREGATED,102
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/12,102
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/16,102
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/6,102
/us.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/trigger/3,102
/eu.battle.net/sc2/LOCALE/forum/11868/topic,101
/tw.battle.net/sc2/LOCALE/blog/12426484/AGGREGATED,101
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/5,101
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/9,101
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/9,101
/us.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/8,101
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/2,100
/kr.battle.net/sc2/LOCALE/blog/9865009/AGGREGATED,100
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/2,100
/us.battle.net/sc2/LOCALE/game/lore/short-stories/acid-burns/14,100
/us.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-dark/10,100
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/11,100
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/8,100
/us.battle.net/sc2/LOCALE/game/lore/short-stories/the-fightin-scee-vees/8,100
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211307,100
/eu.battle.net/sc2/LOCALE/forum/11819/topic,99
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/8,99
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/3,99
/kr.battle.net/sc2/LOCALE/blog/12077572/AGGREGATED,99
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/3,99
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325395,99
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4388952,99
/tw.battle.net/sc2/LOCALE/forum/17578/topic,99
/tw.battle.net/sc2/LOCALE/forum/blizztracker/,99
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/5,99
/us.battle.net/sc2/LOCALE/game/lore/short-stories/lost-vikings/7,99
/us.battle.net/sc2/LOCALE/game/patch-notes/2-1-6,99
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211299,99
/eu.battle.net/sc2/LOCALE/blog/10158004/AGGREGATED,98
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/5,98
/kr.battle.net/sc2/LOCALE/buy-now/spawning,98
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4325396,98
/sea.battle.net/sc2/LOCALE/blog/19919138/AGGREGATED,98
/tw.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/story,98
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/momentum/1,98
/us.battle.net/sc2/LOCALE/blog/8501031/AGGREGATED,98
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/188352,98
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211297,97
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/175202,97
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/4,97
/sea.battle.net/sc2/LOCALE/blog/19958657/AGGREGATED,97
/sea.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/faq,97
/tw.battle.net/sc2/LOCALE/blog/16940814/AGGREGATED,97
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/3,97
/us.battle.net/sc2/LOCALE/blog/5838587/AGGREGATED,97
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/8,97
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/2,96
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-1-3,96
/sea.battle.net/sc2/LOCALE/game/lore/short-stories/ascension/2,96
/tw.battle.net/sc2/LOCALE/blog/19804019/AGGREGATED,96
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/1,96
/tw.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter4,96
/tw.battle.net/sc2/LOCALE/game/race/terran/techtree/wol,96
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211291,96
/us.battle.net/sc2/LOCALE/blog/5963108/AGGREGATED,96
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/6,96
/us.battle.net/sc2/LOCALE/game/lore/short-stories/icehouse/8,96
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-4-4,95
/sea.battle.net/sc2/LOCALE/game/hero/zeratul,95
/us.battle.net/sc2/LOCALE/blog/18141070/AGGREGATED,95
/us.battle.net/sc2/LOCALE/blog/19822052/AGGREGATED,95
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/6,95
/us.battle.net/sc2/LOCALE/game/patch-notes/1-0-2,95
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/3,94
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/8,94
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/trigger/2,94
/us.battle.net/sc2/LOCALE/game/patch-notes/2-0-9,94
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/trigger/2,93
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/5,93
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/4,93
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-1-0,93
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211301,93
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/8,93
/tw.battle.net/sc2/LOCALE/game/patch-notes/2-0-10,93
/us.battle.net/sc2/LOCALE/blog/18648312/AGGREGATED,93
/us.battle.net/sc2/LOCALE/game/heart-of-the-swarm-campaign/evolution-pit,93
/eu.battle.net/sc2/LOCALE/blog/14569679/AGGREGATED,92
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-0-2,92
/sea.battle.net/sc2/LOCALE/game/lore/short-stories/children-void/1,92
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/broken-wide/1,92
/tw.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/leagues,92
/us.battle.net/sc2/LOCALE/blog/11406759/AGGREGATED,92
/us.battle.net/sc2/LOCALE/game/lore,92
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/2,91
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/4,91
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/6,91
/sea.battle.net/sc2/LOCALE/blog/19946443/AGGREGATED,91
/us.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter10,91
/us.battle.net/sc2/LOCALE/game/lore/the-story-of-starcraft/chapter11,91
/us.battle.net/sc2/LOCALE/game/patch-notes/1-0-3,91
/eu.battle.net/sc2/LOCALE/forum/44101/topic,90
/kr.battle.net/sc2/LOCALE/game/patch-notes/1-0-3,90
/sea.battle.net/sc2/LOCALE/game/race/terran/techtree/lotv,90
/tw.battle.net/sc2/LOCALE/blog/19905106/AGGREGATED,90
/tw.battle.net/sc2/LOCALE/game/lore/story-so-far/5,90
/us.battle.net/sc2/LOCALE/blog/15463641/AGGREGATED,90
/us.battle.net/sc2/LOCALE/blog/19831343/AGGREGATED,90
/kr.battle.net/sc2/LOCALE/blog/19804162/AGGREGATED,89
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/15,89
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/4369693,89
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/colossus/2,89
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/odin/1,89
/us.battle.net/sc2/LOCALE/blog/10788362/AGGREGATED,89
/us.battle.net/sc2/LOCALE/blog/5838581/AGGREGATED,89
/us.battle.net/sc2/LOCALE/blog/8226551/AGGREGATED,89
/us.battle.net/sc2/LOCALE/profile/AGGREGATED/achievements/category/3211286,89
/eu.battle.net/sc2/LOCALE/blog/10026579/AGGREGATED,88
/eu.battle.net/sc2/LOCALE/blog/10056630/AGGREGATED,88
/eu.battle.net/sc2/LOCALE/blog/12444476/AGGREGATED,88
/kr.battle.net/sc2/LOCALE/blog/18486736/AGGREGATED,88
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/5,88
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/3,88
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/in-the-blood/1,88
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/4,88
/us.battle.net/sc2/LOCALE/game/lore/short-stories/a-war-on/7,88
/eu.battle.net/sc2/LOCALE/blog/18315849/AGGREGATED,87
/eu.battle.net/sc2/LOCALE/blog/19893692/AGGREGATED,87
/eu.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/6,87
/eu.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/172813,87
/kr.battle.net/sc2/LOCALE/blog/18483059/AGGREGATED,87
/kr.battle.net/sc2/LOCALE/blog/19312547/AGGREGATED,87
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/5,87
/kr.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/4,87
/sea.battle.net/sc2/LOCALE/game/planet/aiur,87
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/cold-symmetry/4,87
/us.battle.net/sc2/LOCALE/blog/16860232/AGGREGATED,87
/kr.battle.net/sc2/LOCALE/blog/16932115/AGGREGATED,86
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/frenzy/6,86
/us.battle.net/sc2/LOCALE/blog/5963105/AGGREGATED,86
/eu.battle.net/sc2/LOCALE/forum/11902/topic,85
/eu.battle.net/sc2/LOCALE/game/maps-and-mods/tutorials/data/3,85
/eu.battle.net/sc2/LOCALE/game/patch-notes/2-1-8,85
/kr.battle.net/sc2/LOCALE/game/heart-of-the-swarm-preview/story,85
/kr.battle.net/sc2/LOCALE/game/lore/short-stories,85
/kr.battle.net/sc2/LOCALE/game/lore/short-stories/command-performance/2,85
/kr.battle.net/sc2/LOCALE/profile/AGGREGATED/ladder/57855,85
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/changeling/4,85
/tw.battle.net/sc2/LOCALE/game/lore/short-stories/mothership/7,85
